Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating,,
21,Female,Bachelor's,Married,27088,793,14713,Personal,Employed,10,Excellent,0.337428118,188577,4,Jeffreyshire,MO,South Georgia and the South Sandwich Islands,1,0,Low,,
63,Male,Master's,Widowed,82814,608,48671,Business,Self-employed,12,Poor,0.349788939,71855,1,Timothyfort,OK,Mauritius,0,1,Low,,
62,Non-binary,High School,Widowed,28576,778,46302,Home,Unemployed,18,Poor,0.182966229,121705,2,New Derrickport,PA,Paraguay,0,0,Low,,
25,Female,High School,Widowed,76278,717,35296,Business,Self-employed,19,Fair,0.598698721,283700,3,New Shannon,NH,Tokelau,0,0,Medium,,
38,Non-binary,Master's,Married,24509,635,34456,Auto,Unemployed,8,Good,0.393411281,226101,3,Madisonfort,OK,Guernsey,0,1,High,,
65,Male,Bachelor's,Widowed,77995,617,45315,Home,Employed,3,Poor,0.406341706,181800,2,South Sylvia,TX,Iran,0,1,Low,,
33,Non-binary,Master's,Widowed,95993,694,43565,Auto,Employed,19,Excellent,0.237516156,31344,3,West Ashleybury,WI,Bouvet Island (Bouvetoya),1,0,Medium,,
18,Female,Master's,Divorced,116775,605,20458,Business,Self-employed,5,Excellent,0.449065092,116748,2,Philipshire,MS,Samoa,1,2,Low,,
43,Non-binary,PhD,Married,85671,711,9622,Personal,Employed,11,Fair,0.191258748,283805,1,West Thomas,ME,Poland,2,1,Medium,,
23,Non-binary,Master's,Divorced,84467,687,11499,Business,Self-employed,7,Fair,0.535880583,55184,1,Lovefurt,ME,Denmark,1,0,Low,,
61,Non-binary,PhD,Widowed,38368,667,8110,Personal,Unemployed,5,Good,0.457735865,111260,1,Youngville,OK,Mali,0,1,Medium,,
50,Male,Bachelor's,Married,110956,636,45521,Personal,Employed,19,Excellent,0.363215276,130273,2,West Coleberg,OK,United Kingdom,0,1,Medium,,
43,Female,Bachelor's,Divorced,55402,680,48524,Home,Unemployed,6,Excellent,0.196778634,125447,2,New Tonya,GU,United States Virgin Islands,3,1,Medium,,
53,Male,Master's,Widowed,56389,627,28298,Auto,Employed,0,Good,0.415122544,130079,0,Lake Shelly,MD,Madagascar,1,0,Medium,,
51,Non-binary,Bachelor's,Single,103470,648,32338,Auto,Unemployed,5,Excellent,0.267826411,215866,1,Lake Paul,TN,Saint Lucia,1,0,Low,,
25,Female,High School,Widowed,54527,749,43157,Business,Self-employed,13,Good,0.254798988,292640,4,Kathleenmouth,IN,Timor-Leste,3,0,High,,
27,Female,High School,Single,62851,760,47262,Auto,Unemployed,8,Poor,0.213059345,65663,3,Johnbury,GA,Argentina,0,1,Medium,,
24,Non-binary,PhD,Widowed,59530,643,9867,Home,Employed,1,Good,0.107186985,60623,0,Lake Patrick,WI,Bhutan,4,1,Medium,,
33,Non-binary,PhD,Married,36473,732,18271,Business,Self-employed,9,Excellent,0.280433655,270967,1,Lake Maryburgh,HI,Paraguay,3,0,Medium,,
52,Non-binary,High School,Married,118730,777,42422,Personal,Unemployed,9,Good,0.443909587,137763,1,Barryburgh,NV,Bhutan,0,0,Low,,
69,Female,PhD,Divorced,35164,773,39238,Auto,Unemployed,12,Poor,0.46984123,219447,2,West Jay,MN,Sudan,1,2,Medium,,
23,Male,PhD,Married,78348,688,31187,Personal,Employed,5,Excellent,0.344071879,146034,3,East Shannonchester,CT,Malaysia,4,2,Low,,
48,Female,Master's,Widowed,24487,766,24558,Business,Self-employed,15,Poor,0.543407914,21121,0,Kevinhaven,MP,Nigeria,2,0,Low,,
63,Male,Master's,Married,118754,634,10600,Business,Employed,10,Poor,0.450205842,236301,0,Kaylaton,AK,Montenegro,2,1,High,,
54,Non-binary,Master's,Married,76739,708,20716,Auto,Employed,7,Excellent,0.353247637,288233,2,West Robert,ND,Gabon,3,0,Medium,,
54,Non-binary,High School,Single,86940,717,49055,Personal,Employed,10,Good,0.265003016,183079,4,Markfurt,NV,Norfolk Island,3,2,Low,,
34,Male,PhD,Divorced,30426,781,48374,Business,Unemployed,10,Poor,0.400507433,269040,1,Barbaraside,AZ,Dominican Republic,4,1,Low,,
34,Female,Bachelor's,Married,60854,684,39157,Auto,Employed,2,Good,0.210845184,294410,4,Adamport,HI,Mauritania,2,2,Low,,
45,Female,High School,Divorced,95692,724,48520,Home,Self-employed,11,Fair,0.44575936,129956,4,Williamsberg,NJ,Greece,2,0,Low,,
58,Non-binary,Bachelor's,Widowed,112752,732,30410,Auto,Employed,3,Fair,0.336098193,39285,3,East Rachelfurt,WV,France,0,1,Medium,,
62,Female,Bachelor's,Widowed,42277,662,31612,Personal,Employed,1,Fair,0.163637759,87495,2,Stephenschester,NH,Rwanda,3,1,Low,,
56,Male,Master's,Single,22042,713,9191,Personal,Self-employed,18,Fair,0.261289865,154372,1,Port Michaelmouth,TN,Comoros,2,2,High,,
48,Non-binary,High School,Divorced,114243,732,48760,Home,Unemployed,14,Fair,0.306698595,137057,2,Morganstad,WY,Armenia,1,1,Low,,
21,Male,Bachelor's,Single,63774,640,46175,Home,Self-employed,10,Poor,0.140468516,208854,4,Katherineland,NM,Gibraltar,1,1,Medium,,
45,Non-binary,High School,Single,30924,667,5927,Business,Self-employed,15,Good,0.165204928,42909,3,Amyhaven,FL,Niger,1,2,Medium,,
41,Non-binary,Master's,Married,50178,612,23382,Home,Employed,15,Excellent,0.431942365,69109,0,New John,IA,Zambia,3,1,Medium,,
49,Male,Master's,Single,118315,738,6839,Business,Self-employed,15,Excellent,0.116069997,214804,1,Adrianaborough,NC,Bolivia,4,2,Low,,
36,Non-binary,Bachelor's,Divorced,103468,762,16797,Home,Self-employed,7,Poor,0.335916471,234932,0,Wardmouth,ID,Denmark,3,2,Low,,
49,Non-binary,Bachelor's,Married,64350,789,35132,Business,Employed,15,Poor,0.529234292,262003,0,Medinaville,PA,Faroe Islands,1,2,Low,,
37,Female,Master's,Married,55098,740,49665,Home,Unemployed,10,Poor,0.274307257,72601,0,Spencefort,GA,Cambodia,0,1,Low,,
46,Male,Bachelor's,Widowed,118351,701,22112,Auto,Unemployed,12,Good,0.230542713,68483,4,New Jose,MN,Uganda,0,1,Low,,
26,Male,PhD,Single,89634,624,26398,Personal,Employed,8,Excellent,0.109518261,272809,3,Ramirezstad,OR,Guadeloupe,1,2,Low,,
65,Female,Bachelor's,Single,45381,643,13860,Personal,Employed,5,Poor,0.353925554,111050,4,West Robert,KY,Mauritius,4,0,Low,,
69,Female,Master's,Widowed,73821,675,39326,Home,Unemployed,10,Fair,0.46318919,125141,2,Lake Juliestad,OH,New Caledonia,0,0,Medium,,
36,Female,PhD,Divorced,84558,622,21918,Personal,Unemployed,8,Good,0.228670819,132884,1,Rogersmouth,MO,Somalia,4,0,Low,,
65,Non-binary,High School,Divorced,43202,714,5233,Business,Employed,0,Good,0.41231807,46124,2,Whitefurt,OR,Turkmenistan,3,2,Low,,
47,Non-binary,Master's,Single,36689,743,10269,Auto,Employed,7,Fair,0.248614639,127982,2,Mariaport,NV,Central African Republic,4,0,Low,,
57,Non-binary,Master's,Married,114022,691,31953,Home,Self-employed,18,Poor,0.51841798,108579,2,South Cynthiabury,CO,San Marino,3,0,Medium,,
45,Female,Bachelor's,Married,50339,640,22366,Home,Self-employed,11,Poor,0.147955482,234501,4,Victoriachester,WY,Croatia,4,0,Medium,,
59,Female,Bachelor's,Divorced,94874,694,5656,Home,Self-employed,3,Fair,0.389504362,157035,0,Mirandaborough,AR,United States Minor Outlying Islands,2,2,Low,,
48,Non-binary,High School,Widowed,88285,669,40252,Home,Unemployed,12,Poor,0.145934636,278719,4,Port Johnmouth,NM,Guatemala,4,2,Low,,
63,Female,Master's,Divorced,54510,639,45442,Business,Unemployed,19,Poor,0.266007475,80302,2,Lake Sarah,MD,Niger,2,0,Low,,
52,Non-binary,High School,Single,35819,768,22031,Auto,Self-employed,19,Fair,0.480727666,244986,4,Gouldview,UT,Burkina Faso,2,2,Low,,
40,Female,High School,Divorced,20975,689,38601,Auto,Unemployed,9,Good,0.392382315,61744,4,Myerstown,WV,Equatorial Guinea,2,0,Medium,,
19,Female,High School,Single,55800,616,30423,Home,Employed,9,Good,0.135840754,237363,1,South Cassandra,AZ,Bahrain,0,1,Low,,
67,Non-binary,Master's,Divorced,72494,626,30745,Business,Employed,3,Excellent,0.536131707,116879,4,East Joshua,AR,Kazakhstan,0,0,Low,,
54,Female,High School,Divorced,70278,711,30712,Auto,Unemployed,14,Fair,0.268901268,282689,3,South Katherine,MH,Poland,1,1,Low,,
25,Female,Master's,Widowed,34482,754,49079,Auto,Unemployed,7,Fair,0.367318377,32526,3,Williamsbury,OR,Belgium,4,0,High,,
22,Female,High School,Widowed,117977,658,27607,Business,Unemployed,3,Excellent,0.53496788,191282,1,Charlesview,IL,Norway,1,0,Medium,,
34,Female,PhD,Married,39423,759,40517,Home,Employed,4,Good,0.472039053,177051,3,Willisberg,OK,Finland,4,0,Low,,
46,Female,High School,Married,36786,652,30890,Personal,Self-employed,17,Poor,0.267555096,220829,4,Millershire,MT,Uzbekistan,2,0,Low,,
48,Non-binary,PhD,Widowed,106624,785,12703,Auto,Unemployed,10,Poor,0.160213389,233430,1,Johnsonhaven,NM,Spain,3,0,Medium,,
57,Male,Bachelor's,Married,65311,602,11262,Business,Unemployed,9,Fair,0.51833416,134811,2,North Clarence,HI,Cuba,3,2,High,,
57,Male,PhD,Divorced,77153,681,5787,Personal,Self-employed,9,Fair,0.36978693,84569,4,Schwartzfurt,NE,New Caledonia,1,2,Low,,
56,Non-binary,High School,Single,36184,779,27444,Auto,Unemployed,1,Excellent,0.53305486,206862,0,Smithshire,SD,Kiribati,4,1,Medium,,
35,Male,Master's,Divorced,56415,618,5228,Personal,Self-employed,16,Poor,0.26799602,104274,1,Gilbertland,OH,Maldives,2,1,Low,,
52,Female,Bachelor's,Married,79618,603,8244,Auto,Unemployed,5,Fair,0.339157936,211923,1,Quinnmouth,MD,Namibia,2,1,Low,,
64,Non-binary,Bachelor's,Widowed,63152,649,36556,Home,Self-employed,4,Good,0.255095256,142627,2,South Eric,VA,Senegal,2,2,Low,,
61,Male,PhD,Widowed,66025,721,25986,Business,Employed,10,Excellent,0.158513284,128601,2,Rickymouth,MO,Gambia,2,2,Low,,
64,Non-binary,PhD,Divorced,23044,669,38298,Auto,Employed,6,Good,0.280375213,150426,3,Danielfort,KY,Brazil,1,0,High,,
59,Female,High School,Widowed,37349,626,30905,Business,Employed,5,Excellent,0.512805879,254331,4,East Johnland,HI,Andorra,4,0,Low,,
64,Non-binary,High School,Divorced,85573,667,14241,Business,Employed,16,Fair,0.323489197,230858,0,East Angelaburgh,AS,British Virgin Islands,1,1,Medium,,
52,Non-binary,Master's,Single,109577,607,35235,Personal,Self-employed,8,Excellent,0.557626126,72940,0,South Rosston,CT,Malawi,0,2,Medium,,
64,Male,Bachelor's,Divorced,96355,764,31279,Home,Employed,4,Good,0.379050843,226010,1,Spencerbury,FL,Latvia,3,1,Low,,
34,Male,Master's,Divorced,80064,610,13916,Personal,Employed,15,Excellent,0.515354111,54664,4,Justinhaven,DE,United Kingdom,0,0,Medium,,
27,Female,Bachelor's,Single,117555,659,27489,Home,Employed,0,Poor,0.553599355,186467,4,Thompsonstad,AR,Slovenia,1,2,Low,,
34,Non-binary,Master's,Single,99845,796,37891,Business,Unemployed,10,Poor,0.284861945,273085,0,South Oscar,PW,Bouvet Island (Bouvetoya),3,0,Low,,
26,Female,Bachelor's,Married,105694,685,18794,Business,Unemployed,0,Good,0.320223843,23653,3,Margarettown,MS,Japan,2,2,Medium,,
43,Non-binary,High School,Widowed,110855,647,47202,Auto,Self-employed,9,Excellent,0.523462629,259672,2,East Crystalland,OR,China,3,1,Low,,
53,Female,Bachelor's,Widowed,48432,724,25236,Home,Employed,19,Good,0.356013768,137318,2,Careystad,VI,Netherlands,0,2,Low,,
42,Female,PhD,Divorced,20207,753,25012,Personal,Self-employed,17,Poor,0.264364028,171961,3,Williamsfort,SD,Jordan,2,1,Medium,,
54,Male,PhD,Divorced,56366,767,10059,Personal,Unemployed,1,Good,0.503785783,278832,2,Cindymouth,WY,Yemen,1,2,Low,,
66,Female,Bachelor's,Widowed,39861,601,48146,Business,Self-employed,6,Poor,0.44150805,162537,1,South Robert,WA,Kazakhstan,4,2,Low,,
29,Male,PhD,Single,26771,730,8160,Business,Unemployed,11,Poor,0.122112925,292613,4,East Eric,UT,Seychelles,2,2,High,,
20,Non-binary,Bachelor's,Single,42740,754,5991,Auto,Self-employed,17,Good,0.487583262,257827,0,Thomashaven,IA,Ghana,3,0,Low,,
65,Non-binary,PhD,Divorced,21080,761,8547,Auto,Self-employed,9,Excellent,0.144736014,284256,2,Taylorshire,WA,French Southern Territories,4,0,Low,,
38,Female,Bachelor's,Married,36760,603,42083,Personal,Unemployed,15,Poor,0.448841745,156342,3,Port Kara,DE,United Kingdom,1,0,Medium,,
30,Non-binary,High School,Divorced,37187,717,34501,Personal,Unemployed,8,Good,0.569168824,286851,0,South Taratown,SD,Tokelau,3,0,Medium,,
48,Female,PhD,Widowed,116742,670,15456,Business,Self-employed,5,Poor,0.406142789,78874,1,Mathewsborough,AZ,Argentina,0,1,Medium,,
29,Non-binary,High School,Single,91123,711,28082,Business,Employed,5,Good,0.464979384,116211,4,North Malik,AL,Kuwait,0,1,Medium,,
59,Non-binary,Bachelor's,Married,80481,721,31165,Home,Employed,10,Fair,0.434382352,281346,0,South Sharonmouth,CA,Spain,2,2,Low,,
40,Non-binary,High School,Divorced,40551,784,42257,Home,Employed,9,Fair,0.27867457,199119,4,Ronaldberg,MD,Saudi Arabia,1,2,Low,,
24,Female,Bachelor's,Single,89206,610,30320,Auto,Self-employed,8,Excellent,0.454012274,171313,0,Kathleentown,MO,Liechtenstein,4,0,Medium,,
28,Non-binary,Bachelor's,Divorced,83996,615,28543,Personal,Unemployed,6,Excellent,0.324473327,240596,4,Youngborough,ND,Turkmenistan,4,2,Medium,,
63,Male,Master's,Divorced,24094,765,25450,Business,Unemployed,4,Poor,0.229737776,281069,0,Markchester,NC,British Indian Ocean Territory (Chagos Archipelago),4,1,Medium,,
51,Non-binary,PhD,Married,106708,739,20411,Auto,Self-employed,17,Fair,0.441208916,143215,4,Markland,SC,Belize,3,0,High,,
25,Male,Master's,Single,26473,651,18307,Business,Self-employed,16,Excellent,0.177479426,48972,4,West Joshuashire,HI,United States Virgin Islands,0,2,Low,,
66,Non-binary,Bachelor's,Widowed,70551,743,30104,Business,Self-employed,2,Excellent,0.383602267,172089,3,Lake Debra,IA,French Southern Territories,2,2,Low,,
22,Non-binary,High School,Divorced,88165,738,44765,Auto,Unemployed,3,Fair,0.42513185,94271,2,Rogerbury,NM,Tokelau,0,0,Low,,
69,Non-binary,Bachelor's,Married,31344,628,16623,Auto,Self-employed,17,Poor,0.312290874,80124,0,Davidfort,IL,Tunisia,0,1,Medium,,
33,Non-binary,Master's,Divorced,83554,743,48664,Home,Unemployed,16,Fair,0.25459302,96989,0,Brooksville,AS,Pitcairn Islands,0,1,Low,,
63,Non-binary,Master's,Divorced,107017,770,42405,Personal,Unemployed,9,Fair,0.545623269,128462,3,Matthewhaven,AS,Niger,4,1,High,,
61,Male,Master's,Divorced,81271,659,32241,Home,Unemployed,5,Good,0.127871981,118172,4,Port Lori,AK,Serbia,1,0,Low,,
68,Male,Master's,Single,73389,669,43202,Business,Employed,14,Poor,0.303813186,204985,2,West Jacob,NJ,Christmas Island,3,1,Low,,
21,Non-binary,Master's,Married,100337,687,36805,Home,Employed,4,Excellent,0.321607811,274938,2,Port Michellehaven,HI,South Africa,0,2,Low,,
38,Non-binary,Bachelor's,Married,50268,759,16460,Business,Self-employed,13,Excellent,0.518867213,278633,4,Sanchezmouth,VT,Zambia,4,0,Low,,
49,Non-binary,PhD,Divorced,37637,690,25005,Business,Employed,3,Good,0.580975998,55875,0,East Daniel,MN,Niue,4,1,Low,,
56,Male,High School,Widowed,42597,644,35406,Auto,Employed,11,Poor,0.146439684,188660,3,West Barbarafurt,NJ,Faroe Islands,2,2,Medium,,
69,Non-binary,High School,Married,36040,737,11112,Personal,Self-employed,4,Excellent,0.301944641,79983,3,South George,KS,Mauritania,4,1,Low,,
21,Female,High School,Divorced,96729,649,28026,Auto,Unemployed,9,Excellent,0.275403211,70784,0,Port Angela,WI,Serbia,4,2,Low,,
33,Male,High School,Divorced,51147,724,24812,Personal,Unemployed,11,Poor,0.310227432,222225,3,North Brendanhaven,MP,Comoros,4,1,Low,,
22,Male,High School,Single,100746,776,45106,Personal,Unemployed,8,Excellent,0.59681827,110919,2,Susanfurt,VA,Japan,0,0,Low,,
43,Non-binary,Bachelor's,Married,116889,611,20317,Home,Unemployed,10,Poor,0.31710313,91033,0,New Dennis,VT,Sierra Leone,2,0,Low,,
67,Male,Bachelor's,Widowed,93098,640,14192,Auto,Unemployed,9,Poor,0.543843539,162013,2,Port Bradley,MO,Comoros,4,2,Low,,
62,Male,PhD,Widowed,111512,794,26061,Home,Unemployed,13,Poor,0.170639692,90373,4,Margaretland,MN,Luxembourg,0,1,Low,,
21,Female,High School,Widowed,65330,619,48155,Home,Self-employed,19,Fair,0.459299845,113279,3,New Adam,MS,Grenada,3,2,Low,,
52,Non-binary,PhD,Single,47603,665,49815,Business,Self-employed,13,Good,0.306554973,87571,0,Port Charles,IN,Greece,4,0,Low,,
23,Female,Master's,Single,44512,757,24839,Personal,Self-employed,17,Good,0.459274035,102429,1,Danieltown,SC,Gabon,2,2,Low,,
46,Female,PhD,Single,24409,721,45270,Home,Employed,10,Poor,0.590358336,228689,2,Elizabethbury,NE,Tajikistan,4,1,High,,
20,Female,Master's,Widowed,48688,780,45080,Business,Self-employed,4,Excellent,0.206803876,85342,3,East Stephaniemouth,SC,France,2,2,Low,,
58,Male,High School,Married,85430,681,20415,Auto,Employed,12,Fair,0.297712753,190710,3,Katherineview,KS,New Caledonia,4,1,Medium,,
47,Male,Master's,Divorced,68704,626,18672,Home,Unemployed,16,Excellent,0.123801334,233651,4,New Laura,VI,Azerbaijan,2,0,Low,,
34,Female,High School,Widowed,58738,634,37272,Home,Self-employed,10,Poor,0.380300805,190369,3,Andrewton,CO,Puerto Rico,4,0,Medium,,
68,Non-binary,PhD,Single,48774,638,11797,Home,Employed,5,Fair,0.440934609,280685,3,Watsonshire,HI,Saint Kitts and Nevis,0,1,Low,,
48,Male,PhD,Married,25769,728,30657,Auto,Employed,3,Excellent,0.596398259,136759,1,Sonyaville,NV,Kiribati,3,0,Low,,
44,Male,High School,Married,69966,651,31592,Home,Employed,6,Poor,0.339136462,62134,3,South Christophertown,WA,Grenada,3,1,Low,,
63,Female,Bachelor's,Single,114583,749,8324,Auto,Employed,7,Fair,0.42778092,214885,3,Rubioborough,LA,Belgium,4,1,Low,,
38,Non-binary,Bachelor's,Single,93480,733,49851,Personal,Self-employed,19,Excellent,0.445803694,31189,0,Brandyland,SC,French Guiana,2,0,Low,,
33,Female,PhD,Divorced,60376,612,16928,Home,Self-employed,2,Fair,0.573443231,182076,1,South Matthewstad,VA,Bouvet Island (Bouvetoya),0,2,Low,,
64,Female,PhD,Married,99428,708,7806,Personal,Unemployed,18,Good,0.416044367,83412,2,West Hannahburgh,NH,Nigeria,3,0,Medium,,
21,Female,Bachelor's,Widowed,36447,619,24804,Home,Unemployed,19,Good,0.59460356,245890,0,North Whitney,IN,Italy,1,0,Low,,
46,Non-binary,PhD,Divorced,75744,631,40701,Personal,Self-employed,0,Fair,0.290618677,102832,4,Markfort,NE,Montenegro,3,0,Low,,
18,Non-binary,Master's,Divorced,20500,623,28188,Auto,Employed,6,Good,0.286013007,195069,0,Lake Davidfort,AZ,Guyana,2,2,Low,,
67,Non-binary,Master's,Married,27649,754,38572,Home,Employed,18,Fair,0.289924254,60915,4,Laurenfurt,GU,Belarus,1,0,Medium,,
54,Male,Master's,Widowed,110253,676,21023,Auto,Unemployed,9,Excellent,0.459834126,297512,4,South Christopher,IL,Tanzania,3,0,Low,,
28,Non-binary,PhD,Divorced,113812,746,30454,Business,Employed,12,Poor,0.374031688,129584,1,West Dannystad,NH,Netherlands Antilles,4,1,Low,,
25,Male,Bachelor's,Married,23685,645,11305,Home,Self-employed,8,Fair,0.249592597,153499,3,Jacksontown,UT,Romania,1,0,Low,,
19,Male,Master's,Married,83878,677,22185,Home,Self-employed,19,Good,0.514185071,159423,2,Christinashire,OH,Turks and Caicos Islands,4,2,Medium,,
33,Female,High School,Widowed,68063,792,16333,Business,Self-employed,18,Fair,0.325038194,137463,4,Michaelhaven,MI,Malta,0,0,Low,,
35,Male,High School,Single,96043,760,20191,Personal,Employed,0,Excellent,0.521648779,27218,3,New Sandra,PR,Pitcairn Islands,3,1,Medium,,
67,Non-binary,High School,Widowed,28109,725,45290,Business,Employed,19,Poor,0.10571139,271959,1,Scottbury,IL,Nepal,4,2,Low,,
32,Non-binary,High School,Widowed,100227,707,21858,Auto,Self-employed,15,Good,0.436988704,33999,1,Bakerhaven,UT,Libyan Arab Jamahiriya,2,2,Low,,
50,Male,High School,Divorced,58805,695,6411,Home,Employed,15,Poor,0.525710019,87887,0,Lindsayfurt,MS,Algeria,4,0,Low,,
27,Non-binary,High School,Divorced,28195,712,42212,Business,Unemployed,11,Poor,0.157621143,26200,3,North Joeshire,MA,British Indian Ocean Territory (Chagos Archipelago),1,0,Low,,
35,Female,High School,Widowed,41291,645,35429,Home,Unemployed,8,Excellent,0.324893017,66197,2,South Christian,MH,Sri Lanka,3,1,Low,,
54,Male,High School,Married,31357,659,14147,Business,Self-employed,4,Excellent,0.162903409,130225,4,Matthewberg,RI,Croatia,2,0,Medium,,
44,Male,High School,Single,25267,759,34310,Personal,Unemployed,16,Excellent,0.408676317,116602,0,East Jerryfort,NJ,Monaco,0,1,Low,,
20,Non-binary,Bachelor's,Single,70469,766,34621,Home,Unemployed,6,Poor,0.500024197,207073,1,Stevensonfort,MO,Seychelles,1,0,High,,
58,Female,High School,Divorced,32863,757,41300,Business,Self-employed,1,Fair,0.395020925,72517,4,Flowersfort,LA,Greece,2,0,Medium,,
24,Female,Master's,Single,52827,775,42631,Personal,Unemployed,15,Excellent,0.183651707,27385,4,East Suzannefort,AL,Dominica,3,2,High,,
65,Female,Master's,Divorced,53756,621,9973,Auto,Self-employed,17,Good,0.190783758,140940,1,North Seanfort,GU,French Guiana,1,1,Medium,,
58,Female,High School,Married,102055,640,17556,Home,Employed,4,Fair,0.370338119,57066,4,South Michaelabury,LA,France,3,1,Low,,
21,Male,PhD,Widowed,40698,704,13616,Business,Employed,10,Excellent,0.181991686,103913,2,Lake Kaylaton,SC,Afghanistan,0,0,Medium,,
46,Male,PhD,Widowed,35793,753,25804,Personal,Unemployed,11,Excellent,0.231800168,180326,2,Ruthmouth,CT,Kenya,2,1,Medium,,
34,Non-binary,PhD,Divorced,107893,748,35977,Auto,Unemployed,5,Excellent,0.599673796,233874,0,Hannahberg,AK,Maldives,3,0,Medium,,
48,Male,Master's,Single,50956,665,42987,Home,Employed,11,Fair,0.469782516,297747,2,Wilsonland,IA,Georgia,4,0,High,,
28,Female,PhD,Divorced,106364,761,48271,Business,Employed,12,Good,0.414278071,126917,1,Olsonfurt,MA,Saint Pierre and Miquelon,3,0,Medium,,
